time,latitude,longitude,elevation,pointxyz,distance,elevation_change,cum_elevation,cum_distance,step_feet,mile_num,gradient_point,gradient_rating
,38.64092,-78.59128,323.195831,"(38.64092, -78.59128, 323.195831)",0.00233698,0.13455199999998513,-15.336090000000013,0.06740625,12.3392544,1.0,2.8,flat
,38.64075,-78.5912,322.747833,"(38.64075, -78.5912, 322.747833)",0.01251421,-0.44799799999998413,-15.784087999999997,0.07992046,66.0750288,1.0,-2.1,flat
,38.64069,-78.59122,322.784058,"(38.64069, -78.59122, 322.784058)",0.00428381,0.03622500000000173,-15.747862999999995,0.08420427,22.6185168,1.0,0.5,flat
,38.64057,-78.5913,323.179901,"(38.64057, -78.5913, 323.179901)",0.00934794,0.39584299999995665,-15.352020000000039,0.09355221,49.357123200000004,1.0,2.5,flat
,38.6404,-78.59144,323.684113,"(38.6404, -78.59144, 323.684113)",0.01396605,0.5042120000000523,-14.847807999999986,0.10751826,73.740744,1.0,2.1,flat
,38.64027,-78.59153,324.011627,"(38.64027, -78.59153, 324.011627)",0.01021128,0.327513999999951,-14.520294000000035,0.11772954000000001,53.915558399999995,1.0,1.9,flat
,38.64013,-78.5917,324.587708,"(38.64013, -78.5917, 324.587708)",0.01333191,0.5760810000000447,-13.94421299999999,0.13106145,70.3924848,1.0,2.6,flat
,38.64007,-78.59189,325.359924,"(38.64007, -78.59189, 325.359924)",0.01106019,0.7722159999999576,-13.171997000000033,0.14212164,58.3978032,1.0,4.1,flat
,38.63994,-78.59214,326.634186,"(38.63994, -78.59214, 326.634186)",0.01620838,1.2742620000000215,-11.897735000000011,0.15833002,85.58024640000001,1.0,4.7,flat
,38.63985,-78.59227,327.304108,"(38.63985, -78.59227, 327.304108)",0.00937499,0.6699219999999855,-11.227813000000026,0.16770501,49.4999472,1.0,4.2,flat
,38.63972,-78.59249,328.656036,"(38.63972, -78.59249, 328.656036)",0.01488778,1.3519279999999867,-9.87588500000004,0.18259278999999998,78.6074784,1.0,5.4,up
,38.63969,-78.5927,330.964508,"(38.63969, -78.5927, 330.964508)",0.01152128,2.3084720000000516,-7.567412999999988,0.19411406999999997,60.8323584,1.0,11.8,up
,38.6397,-78.593,335.019836,"(38.6397, -78.593, 335.019836)",0.01620515,4.0553279999999745,-3.5120850000000132,0.21031921999999997,85.56319200000002,1.0,15.0,up
,38.63967,-78.59315,335.992065,"(38.63967, -78.59315, 335.992065)",0.00835637,0.9722290000000271,-2.539855999999986,0.21867558999999998,44.1216336,1.0,6.7,up
,38.63965,-78.59334,336.889679,"(38.63965, -78.59334, 336.889679)",0.01034663,0.8976139999999759,-1.6422420000000102,0.22902221999999997,54.630206400000006,1.0,5.1,up
,38.63962,-78.59357,337.662384,"(38.63962, -78.59357, 337.662384)",0.01258454,0.7727049999999736,-0.8695370000000366,0.24160675999999998,66.4463712,1.0,3.6,flat
,38.63963,-78.59371,338.335724,"(38.63963, -78.59371, 338.335724)",0.00758706,0.6733400000000529,-0.19619699999998375,0.24919381999999998,40.0596768,1.0,5.1,up
,38.63959,-78.59383,338.359894,"(38.63959, -78.59383, 338.359894)",0.00704124,0.024169999999969605,-0.17202700000001414,0.25623505999999996,37.1777472,1.0,0.2,flat
,38.63964,-78.59405,339.611542,"(38.63964, -78.59405, 339.611542)",0.01236537,1.2516479999999888,1.0796209999999746,0.26860042999999995,65.2891536,1.0,6.0,up
,38.63962,-78.59409,339.396088,"(38.63962, -78.59409, 339.396088)",0.00256313,-0.21545399999996562,0.864167000000009,0.27116355999999997,13.5333264,1.0,-4.2,flat
,38.63962,-78.5941,339.396088,"(38.63962, -78.5941, 339.396088)",0.00053968,0.0,0.864167000000009,0.27170323999999996,2.8495103999999998,1.0,0.0,flat
,38.63951,-78.59436,337.990723,"(38.63951, -78.59436, 337.990723)",0.01595786,-1.4053650000000175,-0.5411980000000085,0.28766109999999995,84.2575008,1.0,-5.3,down
,38.63943,-78.59456,339.27417,"(38.63943, -78.59456, 339.27417)",0.01212665,1.2834470000000238,0.7422490000000153,0.29978774999999996,64.028712,1.0,6.3,up
,38.63921,-78.59465,340.823883,"(38.63921, -78.59465, 340.823883)",0.01595772,1.549712999999997,2.2919620000000123,0.31574547,84.2567616,1.0,5.8,up
,38.63918,-78.59465,340.931915,"(38.63918, -78.59465, 340.931915)",0.0020728,0.10803199999998014,2.3999939999999924,0.31781826999999996,10.944384000000001,1.0,2.5,flat
,38.63911,-78.59454,339.877899,"(38.63911, -78.59454, 339.877899)",0.00765732,-1.05401599999999,1.3459780000000023,0.32547559,40.430649599999995,1.0,-7.9,down
,38.63886,-78.59453,339.78421,"(38.63886, -78.59453, 339.78421)",0.01728178,-0.09368900000004032,1.252288999999962,0.34275737,91.2477984,1.0,-0.3,flat
,38.6388,-78.59452,339.600555,"(38.6388, -78.59452, 339.600555)",0.00418059,-0.18365499999998747,1.0686339999999745,0.34693796,22.0735152,1.0,-2.4,flat
,38.63867,-78.59446,338.664093,"(38.63867, -78.59446, 338.664093)",0.009548,-0.9364620000000059,0.13217199999996865,0.35648596,50.413439999999994,1.0,-5.7,down
,38.63858,-78.59449,338.309326,"(38.63858, -78.59449, 338.309326)",0.00642573,-0.3547669999999812,-0.22259500000001253,0.36291169,33.9278544,1.0,-3.1,flat
,38.63846,-78.59455,337.786896,"(38.63846, -78.59455, 337.786896)",0.00890111,-0.5224299999999857,-0.7450249999999983,0.3718128,46.9978608,1.0,-3.4,flat
,38.63818,-78.59465,336.375763,"(38.63818, -78.59465, 336.375763)",0.02008483,-1.4111330000000066,-2.156158000000005,0.39189763,106.04790240000001,1.0,-4.2,flat
,38.63799,-78.59457,334.467194,"(38.63799, -78.59457, 334.467194)",0.01381951,-1.908569,-4.064727000000005,0.40571714,72.9670128,1.0,-8.2,down
,38.63787,-78.59451,333.400208,"(38.63787, -78.59451, 333.400208)",0.00890112,-1.0669859999999858,-5.131712999999991,0.41461825999999996,46.997913600000004,1.0,-7.0,down
,38.63782,-78.59444,332.787964,"(38.63782, -78.59444, 332.787964)",0.00511928,-0.6122440000000324,-5.743957000000023,0.41973753999999996,27.0297984,1.0,-6.6,down
,38.6378,-78.59436,332.35556,"(38.6378, -78.59436, 332.35556)",0.00453331,-0.4324039999999627,-6.176360999999986,0.42427085,23.9358768,1.0,-5.2,down
,38.63772,-78.59422,331.494019,"(38.63772, -78.59422, 331.494019)",0.00936173,-0.8615410000000452,-7.037902000000031,0.43363258,49.4299344,1.0,-5.4,down
,38.63763,-78.59408,330.935822,"(38.63763, -78.59408, 330.935822)",0.00978559,-0.5581970000000069,-7.596099000000038,0.44341817,51.6679152,1.0,-3.3,flat
,38.63749,-78.59408,329.928009,"(38.63749, -78.59408, 329.928009)",0.00967308,-1.0078129999999987,-8.603912000000037,0.45309125,51.0738624,1.0,-6.1,down
,38.63735,-78.59398,328.9133,"(38.63735, -78.59398, 328.9133)",0.01107681,-1.014708999999982,-9.618621000000019,0.46416806,58.4855568,1.0,-5.4,down
,38.63722,-78.59393,327.805267,"(38.63722, -78.59393, 327.805267)",0.00937874,-1.1080329999999776,-10.726653999999996,0.4735468,49.5197472,1.0,-6.9,down
,38.637,-78.59401,326.897644,"(38.637, -78.59401, 326.897644)",0.01580185,-0.907623000000001,-11.634276999999997,0.48934865,83.433768,1.0,-3.4,flat
,38.63685,-78.59399,326.635254,"(38.63685, -78.59399, 326.635254)",0.01042007,-0.262390000000039,-11.896667000000036,0.49976872,55.0179696,1.0,-1.5,flat
,38.63654,-78.59388,331.587616,"(38.63654, -78.59388, 331.587616)",0.02222649,4.952362000000051,-6.944304999999986,0.52199521,117.3558672,1.0,13.5,up
,38.63651,-78.59385,331.819153,"(38.63651, -78.59385, 331.819153)",0.00263022,0.23153699999994615,-6.71276800000004,0.5246254300000001,13.8875616,1.0,4.4,flat
,38.6364,-78.59379,333.596741,"(38.6364, -78.59379, 333.596741)",0.00826138,1.777588000000037,-4.935180000000003,0.53288681,43.620086400000005,1.0,12.4,up
,38.63624,-78.59375,337.143921,"(38.63624, -78.59375, 337.143921)",0.01126376,3.547179999999969,-1.3880000000000337,0.54415057,59.4726528,1.0,18.5,bigUp
,38.63611,-78.5937,338.657135,"(38.63611, -78.5937, 338.657135)",0.00937875,1.513214000000005,0.1252139999999713,0.55352932,49.5198,1.0,9.4,up
,38.63607,-78.59371,339.346436,"(38.63607, -78.59371, 339.346436)",0.00281594,0.6893010000000004,0.8145149999999717,0.55634526,14.8681632,1.0,12.5,up
,38.63563,-78.5939,341.535797,"(38.63563, -78.5939, 341.535797)",0.03208398,2.1893610000000194,3.003875999999991,0.58842924,169.4034144,1.0,4.2,flat
,38.63534,-78.59402,339.976746,"(38.63534, -78.59402, 339.976746)",0.02105779,-1.5590510000000108,1.4448249999999803,0.6094870299999999,111.1851312,1.0,-4.5,flat
,38.63524,-78.59416,340.951721,"(38.63524, -78.59416, 340.951721)",0.01023875,0.974975000000029,2.4198000000000093,0.6197257799999999,54.0606,1.0,5.6,up
,38.63546,-78.59441,342.473297,"(38.63546, -78.59441, 342.473297)",0.02032519,1.5215759999999818,3.941375999999991,0.6400509699999999,107.3170032,1.0,4.5,flat
,38.63564,-78.59455,342.976471,"(38.63564, -78.59455, 342.976471)",0.01455221,0.5031740000000013,4.4445499999999925,0.6546031799999998,76.8356688,1.0,2.1,flat
,38.6357,-78.59464,343.203979,"(38.6357, -78.59464, 343.203979)",0.00638595,0.22750800000000027,4.672057999999993,0.6609891299999998,33.717816,1.0,2.0,flat
,38.63571,-78.59477,343.671997,"(38.63571, -78.59477, 343.671997)",0.00705017,0.4680179999999723,5.140075999999965,0.6680392999999998,37.2248976,1.0,3.8,flat
,38.63569,-78.59513,345.920471,"(38.63569, -78.59513, 345.920471)",0.01947866,2.2484740000000443,7.388550000000009,0.6875179599999998,102.8473248,1.0,7.0,up
,38.63571,-78.59521,346.214142,"(38.63571, -78.59521, 346.214142)",0.00453343,0.2936709999999607,7.68222099999997,0.6920513899999997,23.9365104,1.0,3.5,flat
,38.63575,-78.59528,346.409393,"(38.63575, -78.59528, 346.409393)",0.00468095,0.19525100000004159,7.877472000000012,0.6967323399999997,24.715415999999998,1.0,2.3,flat
,38.63575,-78.59531,346.539032,"(38.63575, -78.59531, 346.539032)",0.00161913,0.1296389999999974,8.007111000000009,0.6983514699999998,8.5490064,1.0,3.6,flat
,38.63587,-78.59562,348.46405,"(38.63587, -78.59562, 348.46405)",0.01867272,1.925017999999966,9.932128999999975,0.7170241899999997,98.5919616,1.0,6.2,up
,38.6359,-78.59568,348.896149,"(38.6359, -78.59568, 348.896149)",0.00384484,0.4320989999999938,10.364227999999969,0.7208690299999997,20.3007552,1.0,6.0,up
,38.63592,-78.59572,349.166718,"(38.63592, -78.59572, 349.166718)",0.00256323,0.27056900000002315,10.634796999999992,0.7234322599999997,13.533854400000001,1.0,5.3,up
,38.63593,-78.59586,350.101196,"(38.63593, -78.59586, 350.101196)",0.00758745,0.9344780000000128,11.569275000000005,0.7310197099999998,40.061735999999996,1.0,7.1,up
,38.6359,-78.59597,350.72641,"(38.6359, -78.59597, 350.72641)",0.00628825,0.6252139999999713,12.194488999999976,0.7373079599999998,33.20196,1.0,5.6,up
,38.63611,-78.59606,351.631805,"(38.63611, -78.59606, 351.631805)",0.01530108,0.9053949999999986,13.099883999999975,0.7526090399999997,80.7897024,1.0,3.5,flat
,38.63615,-78.59621,352.712067,"(38.63615, -78.59621, 352.712067)",0.00855436,1.0802620000000047,14.18014599999998,0.7611633999999997,45.1670208,1.0,7.3,up
,38.63604,-78.59665,355.987183,"(38.63604, -78.59665, 355.987183)",0.02493372,3.2751160000000255,17.455262000000005,0.7860971199999998,131.6500416,1.0,8.0,up
,38.63617,-78.59683,357.888184,"(38.63617, -78.59683, 357.888184)",0.01323083,1.901001000000008,19.356263000000013,0.7993279499999998,69.85878240000001,1.0,8.5,up
,38.63629,-78.597,359.356873,"(38.63629, -78.597, 359.356873)",0.01236628,1.4686889999999835,20.824951999999996,0.8116942299999997,65.29395840000001,1.0,7.0,up
,38.63647,-78.59711,360.363647,"(38.63647, -78.59711, 360.363647)",0.01378113,1.0067740000000072,21.831726000000003,0.8254753599999998,72.7643664,1.0,4.3,flat
,38.63662,-78.59729,362.806366,"(38.63662, -78.59729, 362.806366)",0.0142052,2.442719000000011,24.274445000000014,0.8396805599999998,75.003456,1.0,10.2,up
,38.63666,-78.59732,363.267487,"(38.63666, -78.59732, 363.267487)",0.00320309,0.46112099999999145,24.735566000000006,0.8428836499999998,16.9123152,1.0,7.5,up
,38.63671,-78.59749,365.232422,"(38.63671, -78.59749, 365.232422)",0.0098038,1.9649349999999686,26.700500999999974,0.8526874499999998,51.764064,1.0,11.7,up
,38.63671,-78.59751,365.423157,"(38.63671, -78.59751, 365.423157)",0.00107941,0.19073500000001786,26.891235999999992,0.8537668599999998,5.6992848,1.0,7.0,up
,38.63673,-78.59753,365.658539,"(38.63673, -78.59753, 365.658539)",0.00175348,0.23538200000001552,27.126618000000008,0.8555203399999998,9.2583744,1.0,6.2,up
,38.63657,-78.59789,367.959961,"(38.63657, -78.59789, 367.959961)",0.0223542,2.3014220000000023,29.42804000000001,0.8778745399999998,118.03017600000001,1.0,6.2,up
,38.63651,-78.59812,369.335846,"(38.63651, -78.59812, 369.335846)",0.01308715,1.3758849999999825,30.803924999999992,0.8909616899999998,69.10015200000001,1.0,6.2,up
,38.6365,-78.59818,369.696136,"(38.6365, -78.59818, 369.696136)",0.00331112,0.3602900000000204,31.164215000000013,0.8942728099999998,17.4827136,1.0,5.7,up
,38.63646,-78.59831,370.242828,"(38.63646, -78.59831, 370.242828)",0.00754087,0.5466919999999504,31.710906999999963,0.9018136799999998,39.8157936,1.0,4.2,flat
,38.63635,-78.59851,370.351776,"(38.63635, -78.59851, 370.351776)",0.0132014,0.10894799999999805,31.81985499999996,0.9150150799999999,69.70339200000001,1.0,0.5,flat
,38.63623,-78.59867,369.96228,"(38.63623, -78.59867, 369.96228)",0.01197132,-0.38949599999995144,31.43035900000001,0.9269863999999999,63.208569600000004,1.0,-1.9,flat
,38.63619,-78.59876,369.559387,"(38.63619, -78.59876, 369.559387)",0.00558858,-0.40289300000000594,31.027466000000004,0.9325749799999998,29.5077024,1.0,-4.0,flat
,38.63626,-78.59894,372.475464,"(38.63626, -78.59894, 372.475464)",0.01085209,2.916076999999973,33.94354299999998,0.9434270699999998,57.2990352,1.0,15.8,bigUp
,38.63635,-78.59901,373.95163,"(38.63635, -78.59901, 373.95163)",0.00727609,1.4761660000000347,35.41970900000001,0.9507031599999998,38.4177552,1.0,11.6,up
,38.63638,-78.59921,375.366669,"(38.63638, -78.59921, 375.366669)",0.01099133,1.4150389999999788,36.83474799999999,0.9616944899999997,58.034222400000004,1.0,7.6,up
,38.63647,-78.59931,377.19986,"(38.63647, -78.59931, 377.19986)",0.00823388,1.8331909999999993,38.66793899999999,0.9699283699999998,43.4748864,1.0,12.9,up
,38.63648,-78.59959,379.335754,"(38.63648, -78.59959, 379.335754)",0.01512752,2.1358940000000075,40.803833,0.9850558899999997,79.8733056,1.0,8.4,up
,38.63649,-78.59985,380.416626,"(38.63649, -78.59985, 380.416626)",0.01404932,1.0808719999999994,41.884705,0.9991052099999997,74.1804096,1.0,4.6,flat
,38.6365,-78.59992,381.024231,"(38.6365, -78.59992, 381.024231)",0.00384059,0.6076049999999782,42.492309999999975,1.0029457999999998,20.2783152,2.0,8.5,up
,38.63647,-78.60008,381.744202,"(38.63647, -78.60008, 381.744202)",0.00888057,0.7199709999999868,43.21228099999996,1.0118263699999999,46.88940960000001,2.0,4.7,flat
,38.63649,-78.60014,382.464203,"(38.63649, -78.60014, 382.464203)",0.00352075,0.7200010000000248,43.93228199999999,1.01534712,18.58956,2.0,10.8,up
,38.6365,-78.60033,383.907166,"(38.6365, -78.60033, 383.907166)",0.01027764,1.4429630000000202,45.37524500000001,1.02562476,54.2659392,2.0,8.2,up
,38.63652,-78.60039,384.669861,"(38.63652, -78.60039, 384.669861)",0.00352075,0.7626950000000079,46.137940000000015,1.02914551,18.58956,2.0,11.4,up
,38.63649,-78.60064,385.928772,"(38.63649, -78.60064, 385.928772)",0.0136509,1.258910999999955,47.39685099999997,1.04279641,72.076752,2.0,5.5,up
,38.63647,-78.60071,386.072113,"(38.63647, -78.60071, 386.072113)",0.00402273,0.1433410000000208,47.54019199999999,1.04681914,21.240014400000003,2.0,1.9,flat
,38.63648,-78.60075,386.53952,"(38.63648, -78.60075, 386.53952)",0.00226669,0.46740699999998014,48.00759899999997,1.0490858299999999,11.9681232,2.0,10.1,up
,38.63652,-78.60096,388.771545,"(38.63652, -78.60096, 388.771545)",0.0116659,2.2320250000000215,50.23962399999999,1.0607517299999998,61.595952,2.0,11.3,up
,38.63651,-78.60104,389.167725,"(38.63651, -78.60104, 389.167725)",0.00437257,0.3961800000000153,50.63580400000001,1.0651242999999997,23.0871696,2.0,4.9,flat
,38.63651,-78.60109,389.527435,"(38.63651, -78.60109, 389.527435)",0.00269852,0.35971000000000686,50.995514000000014,1.0678228199999997,14.2481856,2.0,6.7,up
,38.63661,-78.60121,391.852997,"(38.63661, -78.60121, 391.852997)",0.00947013,2.325561999999991,53.321076000000005,1.0772929499999997,50.0022864,2.0,14.3,up
,38.63662,-78.60127,392.471344,"(38.63662, -78.60127, 392.471344)",0.00331111,0.6183469999999716,53.93942299999998,1.0806040599999998,17.482660799999998,2.0,9.8,up
,38.63661,-78.60142,393.40799,"(38.63661, -78.60142, 393.40799)",0.00812499,0.9366459999999961,54.87606899999997,1.0887290499999998,42.8999472,2.0,6.7,up
,38.63659,-78.60156,394.128571,"(38.63659, -78.60156, 394.128571)",0.00768118,0.7205810000000383,55.59665000000001,1.0964102299999998,40.5566304,2.0,5.4,up
,38.63662,-78.60159,394.775513,"(38.63662, -78.60159, 394.775513)",0.00263022,0.6469419999999673,56.24359199999998,1.0990404499999997,13.8875616,2.0,12.4,up
,38.63662,-78.60164,395.135193,"(38.63662, -78.60164, 395.135193)",0.00269852,0.35968000000002576,56.603272000000004,1.1017389699999998,14.2481856,2.0,6.7,up
,38.63664,-78.60168,395.711517,"(38.63664, -78.60168, 395.711517)",0.00256321,0.5763239999999996,57.179596000000004,1.1043021799999997,13.5337488,2.0,11.2,up
,38.63675,-78.60176,397.87146,"(38.63675, -78.60176, 397.87146)",0.00874106,2.1599429999999984,59.339539,1.1130432399999997,46.1527968,2.0,14.3,up
,38.63677,-78.6018,398.447784,"(38.63677, -78.6018, 398.447784)",0.00256321,0.5763239999999996,59.915863,1.1156064499999996,13.5337488,2.0,11.2,up
,38.63683,-78.60196,400.288025,"(38.63683, -78.60196, 400.288025)",0.0095788,1.8402409999999918,61.75610399999999,1.1251852499999997,50.576064,2.0,11.2,up
,38.63675,-78.60212,400.489899,"(38.63675, -78.60212, 400.489899)",0.01025282,0.20187399999997524,61.95797799999997,1.1354380699999997,54.134889599999994,2.0,1.2,flat
,38.63675,-78.60216,400.80658,"(38.63675, -78.60216, 400.80658)",0.00215881,0.31668100000001687,62.274658999999986,1.1375968799999998,11.398516800000001,2.0,7.1,up
,38.63677,-78.60232,402.300964,"(38.63677, -78.60232, 402.300964)",0.00874511,1.494384000000025,63.76904300000001,1.1463419899999998,46.1741808,2.0,9.9,up
,38.63677,-78.6024,403.035492,"(38.63677, -78.6024, 403.035492)",0.00431762,0.7345279999999548,64.50357099999997,1.1506596099999997,22.797033600000002,2.0,9.2,up
,38.63678,-78.60253,404.547241,"(38.63678, -78.60253, 404.547241)",0.00705007,1.511749000000009,66.01531999999997,1.1577096799999997,37.2243696,2.0,12.2,up
,38.6368,-78.6026,405.520386,"(38.6368, -78.6026, 405.520386)",0.00402271,0.9731449999999882,66.98846499999996,1.1617323899999998,21.2399088,2.0,13.0,up
,38.63681,-78.60267,406.241882,"(38.63681, -78.60267, 406.241882)",0.00384058,0.7214960000000019,67.70996099999996,1.16557297,20.2782624,2.0,10.0,up
,38.63681,-78.60276,406.894562,"(38.63681, -78.60276, 406.894562)",0.00485732,0.6526800000000321,68.362641,1.1704302899999999,25.6466496,2.0,7.4,up
,38.63678,-78.60287,407.387787,"(38.63678, -78.60287, 407.387787)",0.00628818,0.49322499999999536,68.85586599999999,1.17671847,33.2015904,2.0,4.4,flat
,38.6368,-78.60302,409.420135,"(38.6368, -78.60302, 409.420135)",0.00821263,2.032348000000013,70.888214,1.1849311,43.3626864,2.0,14.3,up
,38.63681,-78.60305,409.951477,"(38.63681, -78.60305, 409.951477)",0.00176037,0.5313419999999951,71.419556,1.18669147,9.2947536,2.0,13.9,up
,38.63684,-78.60311,411.031738,"(38.63684, -78.60311, 411.031738)",0.00384481,1.0802610000000072,72.49981700000001,1.19053628,20.3005968,2.0,15.0,up
,38.63686,-78.6032,412.448303,"(38.63686, -78.6032, 412.448303)",0.00505006,1.4165649999999914,73.916382,1.19558634,26.6643168,2.0,15.5,bigUp
,38.63685,-78.60324,412.7854,"(38.63685, -78.60324, 412.7854)",0.00226668,0.33709699999997156,74.25347899999997,1.19785302,11.9680704,2.0,7.3,up
,38.63691,-78.60344,415.071381,"(38.63691, -78.60344, 415.071381)",0.01156275,2.2859809999999925,76.53945999999996,1.20941577,61.051320000000004,2.0,11.7,up
,38.63692,-78.60353,415.828156,"(38.63692, -78.60353, 415.828156)",0.00490621,0.7567750000000046,77.29623499999997,1.2143219799999998,25.904788800000002,2.0,8.5,up
,38.63693,-78.60371,417.15979,"(38.63693, -78.60371, 417.15979)",0.00973916,1.3316340000000082,78.62786899999998,1.2240611399999999,51.4227648,2.0,8.0,up
,38.63694,-78.60377,417.627777,"(38.63694, -78.60377, 417.627777)",0.0033111,0.4679869999999937,79.09585599999997,1.2273722399999998,17.482608,2.0,7.4,up
,38.63692,-78.60393,418.708038,"(38.63692, -78.60393, 418.708038)",0.00874509,1.0802610000000072,80.17611699999998,1.2361173299999997,46.174075200000004,2.0,7.2,up
,38.63697,-78.60407,419.895721,"(38.63697, -78.60407, 419.895721)",0.00830814,1.1876829999999927,81.36379999999997,1.2444254699999997,43.8669792,2.0,8.3,up
,38.63697,-78.60421,420.904175,"(38.63697, -78.60421, 420.904175)",0.00755581,1.0084540000000288,82.372254,1.2519812799999996,39.8946768,2.0,7.7,up
,38.63694,-78.60441,422.612183,"(38.63694, -78.60441, 422.612183)",0.01099124,1.7080080000000066,84.080262,1.2629725199999997,58.03374719999999,2.0,9.1,up
,38.6369,-78.60448,423.224121,"(38.6369, -78.60448, 423.224121)",0.0046809,0.6119380000000092,84.69220000000001,1.2676534199999998,24.715152,2.0,7.2,up
,38.63685,-78.60458,424.123932,"(38.63685, -78.60458, 424.123932)",0.00640801,0.8998109999999997,85.59201100000001,1.2740614299999997,33.8342928,2.0,8.0,up
,38.6368,-78.60485,426.839905,"(38.6368, -78.60485, 426.839905)",0.01497587,2.7159729999999627,88.30798399999998,1.2890372999999997,79.0725936,2.0,10.8,up
,38.63675,-78.60506,429.892395,"(38.63675, -78.60506, 429.892395)",0.01184857,3.0524900000000343,91.36047400000001,1.3008858699999997,62.5604496,2.0,15.2,bigUp
,38.63678,-78.60518,432.357666,"(38.63678, -78.60518, 432.357666)",0.00680005,2.465270999999973,93.82574499999998,1.3076859199999997,35.904264,2.0,20.6,bigUp
,38.63676,-78.60525,433.278259,"(38.63676, -78.60525, 433.278259)",0.00402271,0.9205929999999967,94.74633799999998,1.3117086299999998,21.2399088,2.0,12.3,up
,38.63664,-78.60557,436.556763,"(38.63664, -78.60557, 436.556763)",0.01915761,3.278503999999998,98.02484199999998,1.3308662399999998,101.1521808,2.0,10.3,up
,38.63665,-78.60566,438.194305,"(38.63665, -78.60566, 438.194305)",0.00490623,1.6375419999999963,99.66238399999997,1.3357724699999998,25.9048944,2.0,18.4,bigUp
,38.63665,-78.60569,438.68692,"(38.63665, -78.60569, 438.68692)",0.00161911,0.4926150000000007,100.15499899999998,1.3373915799999998,8.5489008,2.0,13.7,up
,38.63665,-78.60571,438.983093,"(38.63665, -78.60571, 438.983093)",0.00107941,0.29617300000001023,100.45117199999999,1.3384709899999998,5.6992848,2.0,10.8,up
,38.63659,-78.60585,440.136993,"(38.63659, -78.60585, 440.136993)",0.00861841,1.1539000000000215,101.605072,1.3470893999999998,45.5052048,2.0,7.8,up
,38.63659,-78.60591,441.0,"(38.63659, -78.60591, 441.0)",0.00323822,0.8630069999999819,102.46807899999999,1.3503276199999998,17.0978016,2.0,13.9,up
,38.63649,-78.60604,440.949615,"(38.63649, -78.60604, 440.949615)",0.0098471,-0.050385000000005675,102.41769399999998,1.3601747199999998,51.992687999999994,2.0,-0.3,flat
,38.63644,-78.60621,441.941925,"(38.63644, -78.60621, 441.941925)",0.00980383,0.9923100000000318,103.41000400000001,1.36997855,51.764222399999994,2.0,5.9,up
,38.63643,-78.60627,442.527954,"(38.63643, -78.60627, 442.527954)",0.00331112,0.5860289999999964,103.99603300000001,1.37328967,17.4827136,2.0,9.3,up
,38.63635,-78.60639,442.815521,"(38.63635, -78.60639, 442.815521)",0.00851455,0.28756699999996727,104.28359999999998,1.3818042199999998,44.956824,2.0,2.0,flat
,38.63633,-78.60647,443.607941,"(38.63633, -78.60647, 443.607941)",0.00453339,0.7924199999999928,105.07601999999997,1.3863376099999998,23.9362992,2.0,9.6,up
,38.63631,-78.60654,444.256378,"(38.63631, -78.60654, 444.256378)",0.00402274,0.6484370000000013,105.72445699999997,1.3903603499999997,21.240067200000002,2.0,8.7,up
,38.63629,-78.60674,446.775696,"(38.63629, -78.60674, 446.775696)",0.01088221,2.5193179999999984,108.24377499999997,1.4012425599999996,57.4580688,2.0,13.6,up
,38.6363,-78.60689,449.116058,"(38.6363, -78.60689, 449.116058)",0.00812502,2.3403620000000274,110.584137,1.4093675799999996,42.9001056,2.0,16.6,bigUp
